ClusterID,t0_mean_x,t0_mean_y,t0_mean_z,t0_evals_x,t0_evals_y,t0_evals_z,t0_cov(0:0),t0_cov(0:1),t0_cov(0:2),t0_cov(1:0),t0_cov(1:1),t0_cov(1:2),t0_cov(2:0),t0_cov(2:1),t0_cov(2:2),t0_evecs(0:0),t0_evecs(0:1),t0_evecs(0:2),t0_evecs(1:0),t0_evecs(1:1),t0_evecs(1:2),t0_evecs(2:0),t0_evecs(2:1),t0_evecs(2:2),t1_mean_x,t1_mean_y,t1_mean_z,t1_evals_x,t1_evals_y,t1_evals_z,t1_cov(0:0),t1_cov(0:1),t1_cov(0:2),t1_cov(1:0),t1_cov(1:1),t1_cov(1:2),t1_cov(2:0),t1_cov(2:1),t1_cov(2:2),t1_evecs(0:0),t1_evecs(0:1),t1_evecs(0:2),t1_evecs(1:0),t1_evecs(1:1),t1_evecs(1:2),t1_evecs(2:0),t1_evecs(2:1),t1_evecs(2:2),t2_mean_x,t2_mean_y,t2_mean_z,t2_evals_x,t2_evals_y,t2_evals_z,t2_cov(0:0),t2_cov(0:1),t2_cov(0:2),t2_cov(1:0),t2_cov(1:1),t2_cov(1:2),t2_cov(2:0),t2_cov(2:1),t2_cov(2:2),t2_evecs(0:0),t2_evecs(0:1),t2_evecs(0:2),t2_evecs(1:0),t2_evecs(1:1),t2_evecs(1:2),t2_evecs(2:0),t2_evecs(2:1),t2_evecs(2:2),t3_mean_x,t3_mean_y,t3_mean_z,t3_evals_x,t3_evals_y,t3_evals_z,t3_cov(0:0),t3_cov(0:1),t3_cov(0:2),t3_cov(1:0),t3_cov(1:1),t3_cov(1:2),t3_cov(2:0),t3_cov(2:1),t3_cov(2:2),t3_evecs(0:0),t3_evecs(0:1),t3_evecs(0:2),t3_evecs(1:0),t3_evecs(1:1),t3_evecs(1:2),t3_evecs(2:0),t3_evecs(2:1),t3_evecs(2:2),Label
N2021.P2956.P475,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.2125,29.569,4.75224,0.00540599,0.0456891,0.169329,0.0659389,0.060096,-0.0136496,0.060096,0.134042,0.0151698,-0.0136496,0.0151698,0.0204433,-0.508021,-0.702885,0.497863,0.331109,0.374233,0.866208,-0.795162,0.604898,0.0426137,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2025.P2789.P453,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.2573,27.8994,4.5313,0.001432,0.0293438,0.116451,0.01013,0.00697725,-0.0131716,0.00697725,0.115512,-0.00583241,-0.0131716,-0.00583241,0.0215847,0.839954,0.53757,-0.0741269,-0.0236552,-0.100199,-0.994686,0.542141,-0.837245,0.0714458,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2038.P2875.P466,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.3873,28.7589,4.66527,0.0121922,0.0851607,0.825065,0.0673529,0.0128538,-0.0299317,0.0128538,0.810249,0.10715,-0.0299317,0.10715,0.0448156,-0.495355,0.868615,-0.0114491,0.123428,0.0573306,-0.990696,-0.859877,-0.492159,-0.135611,0
N2078.P1990.P409,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.7826,19.9095,4.09195,0.0170841,0.0714923,0.177622,0.075786,-0.0285988,0.0487773,-0.0285988,0.126211,-0.0488055,0.0487773,-0.0488055,0.0642023,-0.562111,-0.693968,0.449933,0.21041,-0.646107,-0.733671,0.799849,-0.317734,0.509202,-20.8375,19.8484,4.06109,0.0255425,0.112789,0.23686,0.0870789,-0.0218072,0.0562585,-0.0218072,0.204339,-0.054038,0.0562585,-0.054038,0.0837735,-0.637442,-0.717743,-0.280201,0.150629,-0.472729,0.868238,0.755631,-0.511245,-0.40945,-20.8741,19.619,4.09075,0.0205636,0.124554,0.277386,0.114949,-0.0442407,0.0856503,-0.0442407,0.205532,-0.0649146,0.0856503,-0.0649146,0.102023,0.637486,-0.616395,0.462243,-0.114896,-0.669303,-0.734052,-0.761846,-0.414839,0.497493,0
N2087.P1816.P336,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.8746,18.1697,3.36837,0.0667092,0.21797,0.502197,0.354257,0.159702,-0.066132,0.159702,0.187013,-0.108657,-0.066132,-0.108657,0.245607,0.384047,-0.542693,0.746989,-0.845303,0.11881,0.52091,-0.371444,-0.831486,-0.413111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2087.P2046.P411,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.8742,20.4607,4.11984,0.142962,0.421678,2.11007,1.55099,0.618028,-0.534764,0.618028,0.757994,-0.316932,-0.534764,-0.316932,0.365723,-0.258228,-0.50343,0.824546,-0.224695,0.861385,0.455553,-0.939591,-0.0676349,-0.335552,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2111.P2146.P390,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.1153,21.4671,3.90589,0.00592829,0.0614756,0.157669,0.0718378,-0.0103413,-0.0282766,-0.0103413,0.0316462,0.0543823,-0.0282766,0.0543823,0.121589,0.0450516,-0.942908,0.329992,-0.899753,-0.18183,-0.396716,0.434069,-0.279039,-0.856576,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2118.P1932.N38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.1855,19.3205,-0.386536,0.00817103,0.0721435,0.224462,0.0519987,0.041351,-0.0539756,0.041351,0.0533277,-0.0232382,-0.0539756,-0.0232382,0.19945,0.764998,0.548857,0.336948,-0.628746,0.749783,0.206163,0.139484,0.369569,-0.918675,-21.1357,19.29,-0.632345,0.021001,0.132523,0.253366,0.0702649,0.0526078,-0.0726321,0.0526078,0.123188,-0.0148978,-0.0726321,-0.0148978,0.213437,-0.866185,-0.269289,-0.420959,0.402814,-0.874784,-0.269247,-0.295743,-0.402786,0.866198,-21.2007,19.1044,-0.655154,0.0258673,0.188218,0.249837,0.0782972,0.0535101,-0.0748371,0.0535101,0.171446,0.00971955,-0.0748371,0.00971955,0.214179,-0.866795,-0.230149,-0.442378,0.342786,-0.919292,-0.19339,-0.362166,-0.31927,0.87573,0
N2122.P2696.P127,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.2267,26.9649,1.27933,0.00469189,0.0100891,0.281254,0.0681148,0.113609,0.000244693,0.113609,0.220552,0.00618743,0.000244693,0.00618743,0.00736802,-0.601133,-0.646111,0.470297,0.337148,0.328518,0.882274,-0.724548,0.688924,0.0203518,-21.0857,27.0009,1.29015,0.00470357,0.0967404,0.209141,0.165308,0.0563413,-0.0388611,0.0563413,0.126039,0.00919767,-0.0388611,0.00919767,0.0192384,-0.298719,-0.47715,0.826495,0.20929,0.812202,0.544542,-0.931109,0.335642,-0.142757,-21.0646,26.7371,1.26221,0.0227515,0.0559655,0.339725,0.216363,0.126931,-0.0817914,0.126931,0.139557,-0.0403842,-0.0817914,-0.0403842,0.0625214,-0.535097,0.338963,0.773806,0.309749,-0.773459,0.553007,-0.785956,-0.535598,-0.308883,0
N2123.P1982.P68,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.2307,19.8235,0.680765,0.00453178,0.0103574,0.0159563,0.00678,0.00334142,-0.00303485,0.00334142,0.0128211,-0.00156214,-0.00303485,-0.00156214,0.0112444,0.894081,-0.0884207,-0.439092,-0.297263,0.616165,-0.729366,0.335044,0.782638,0.524617,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2124.P1935.N97,-21.244,19.3574,-0.97701,0.0501734,0.0835055,0.187337,0.1642,0.0389282,-0.018756,0.0389282,0.0964097,-0.0217497,-0.018756,-0.0217497,0.0604069,-0.00495428,-0.472023,0.881572,-0.422236,0.800128,0.426042,-0.906473,-0.370121,-0.203269,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2125.P2810.P79,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.2548,28.1013,0.794186,0.0125908,0.116001,1.40819,0.957753,0.614227,-0.0451327,0.614227,0.561979,-0.0479462,-0.0451327,-0.0479462,0.0170529,0.0325149,-0.589444,0.807155,-0.122916,0.799093,0.588508,-0.991884,-0.118347,-0.0464697,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2132.P1756.P304,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.3269,17.5625,3.0487,0.117965,0.394956,1.4832,0.681472,0.622459,0.200645,0.622459,0.811041,0.263194,0.200645,0.263194,0.503606,-0.723609,0.282545,0.629729,0.684251,0.174022,0.708179,-0.0905059,-0.943337,0.319256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2135.P1928.N11,-21.3552,19.2824,-0.112303,0.00531884,0.00873484,0.0510342,0.0337179,0.0207443,-0.00244354,0.0207443,0.0252764,-0.00343174,-0.00244354,-0.00343174,0.00609355,0.153603,-0.619576,0.769761,-0.32039,0.705692,0.63194,-0.934749,-0.343692,-0.0901098,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2149.P976.P35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.4901,9.76888,0.352198,0.00186489,0.809709,3.66403,3.65531,-0.0364433,-0.154151,-0.0364433,0.00229382,0.0088148,-0.154151,0.0088148,0.818002,-0.009595,-0.0541984,0.998484,-0.999914,-0.00845458,-0.0100677,0.00898742,-0.998494,-0.0541126,0
N2159.P2672.P197,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.5974,26.7229,1.9703,0.000518785,0.0245871,0.17477,0.109524,0.0755673,0.00433154,0.0755673,0.0872425,-0.00611078,0.00433154,-0.00611078,0.00310981,0.211363,-0.618556,0.756779,-0.250739,0.714046,0.653658,-0.944699,-0.327913,-0.00417301,-21.345,26.6625,2.00233,0.0037186,0.106631,0.276585,0.195578,0.0877681,-0.00102281,0.0877681,0.174249,-0.0422405,-0.00102281,-0.0422405,0.0171076,0.1333,-0.669413,0.730833,-0.30239,0.67478,0.673225,-0.943817,-0.310738,-0.112476,-21.438,26.4089,1.9943,0.00261058,0.120421,0.224308,0.20567,-0.025342,0.0424562,-0.025342,0.126384,-0.0267011,0.0424562,-0.0267011,0.0152853,-0.18102,0.330876,0.92615,0.171835,0.937862,-0.301474,0.968351,-0.104572,0.226628,0
N2164.P2792.P79,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.6434,27.9255,0.79368,0.00736938,0.0433809,0.367413,0.185712,0.166161,0.00944424,0.166161,0.215402,-0.0133047,0.00944424,-0.0133047,0.0170496,0.376383,-0.635092,0.674533,-0.355347,0.573429,0.738179,-0.855608,-0.517531,-0.00984926,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.7576,27.7143,0.839939,0.00842328,0.0399828,0.641036,0.272684,0.29433,0.00925711,0.29433,0.405807,-0.00206894,0.00925711,-0.00206894,0.0109506,0.223806,-0.748415,0.624329,-0.170762,0.600558,0.781134,-0.959558,-0.281435,0.00660761,0
N2166.P1947.P436,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.6604,19.4751,4.36543,4.10852e-05,0.00359079,0.0108803,0.00880891,0.00345627,-0.00104275,0.00345627,0.0050455,0.000928504,-0.00104275,0.000928504,0.0006578,-0.24043,-0.445205,0.862546,0.335075,0.795921,0.504217,-0.910998,0.410247,-0.0421861,0
N2168.N898.P979,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-21.6805,-8.98275,9.7961,0.000511445,0.0534949,2.49315,0.134259,0.472194,-0.0991498,0.472194,2.33872,-0.360497,-0.0991498,-0.360497,0.0741761,-0.565841,-0.799854,0.200145,-0.0128358,0.251259,0.967835,-0.824415,0.545071,-0.152439,0
N2218.P603.P1016,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-22.1839,6.03889,10.1616,0.000301534,0.00867039,4.59339,0.0186697,-0.238511,-0.0123917,-0.238511,4.57503,0.164261,-0.0123917,0.164261,0.00866898,0.542123,-0.838681,0.0521295,-0.00190738,-0.0632648,-0.997995,0.840297,0.540936,-0.035897,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2246.N728.P1038,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-22.4611,-7.28034,10.3853,0.00026426,0.0107607,3.14951,0.0471924,0.350088,-0.0336236,0.350088,3.08898,-0.252504,-0.0336236,-0.252504,0.0243611,-0.568138,-0.815189,0.112634,-0.00287972,0.138838,0.990311,-0.822928,0.562309,-0.0812265,-22.5479,-7.53787,10.4056,0.000138027,0.00224923,2.80056,0.0324154,0.289483,-0.0235919,0.289483,2.75295,-0.217174,-0.0235919,-0.217174,0.017581,-0.379784,-0.919171,0.10435,-0.0329965,0.12619,0.991457,-0.924487,0.373096,-0.0782544,0
N2250.P2933.P317,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-22.5076,29.3314,3.1791,0.00035872,0.0188801,0.102792,0.0793858,0.0295505,-0.0239739,0.0295505,0.019259,-0.0200856,-0.0239739,-0.0200856,0.0233857,0.129435,-0.508414,0.85133,-0.810083,0.440911,0.386475,-0.57185,-0.739671,-0.354788,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2273.P1636.P188,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-22.7397,16.3672,1.88999,0.005818,0.0516135,0.36701,0.14734,-0.0905189,0.131257,-0.0905189,0.136287,-0.114973,0.131257,-0.114973,0.140814,-0.515405,-0.626318,0.584879,0.336808,-0.775643,-0.533797,0.787983,-0.0781303,0.610719,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2284.P1886.P481,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-22.8453,18.86,4.81365,0.00315297,0.0410381,0.420241,0.0318068,0.0725442,0.00612511,0.0725442,0.362938,0.122687,0.00612511,0.122687,0.0696873,0.749899,-0.637034,0.178434,-0.343914,-0.144985,0.92774,0.565132,0.757078,0.327809,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-22.6556,18.7785,4.62451,0.0104269,0.142191,0.285923,0.0901172,0.0673012,-0.0433236,0.0673012,0.239923,0.0768427,-0.0433236,0.0768427,0.1085,0.67629,0.69688,-0.238724,-0.404469,0.0804435,-0.911007,0.615659,-0.712662,-0.33627,0
N2421.P1965.P63,-24.2164,19.6542,0.637375,0.000994942,0.00469281,0.260828,0.258737,0.00163704,-0.0231017,0.00163704,0.00371427,-0.0017918,-0.0231017,-0.0017918,0.00406458,-0.073118,-0.0523509,0.995948,-0.517671,0.855551,0.006966,-0.852449,-0.515065,-0.0896567,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2466.P2863.P247,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-24.6692,28.6317,2.47199,0.00460894,0.0216573,0.221237,0.202613,0.0559229,-0.020582,0.0559229,0.0340345,0.0016687,-0.020582,0.0016687,0.0108549,-0.221385,-0.200285,0.954397,0.46922,0.836068,0.284295,-0.854881,0.510761,-0.0911155,-24.412,28.6684,2.37397,0.00366744,0.0293566,0.192726,0.150359,0.0725912,-0.0082748,0.0725912,0.0679464,0.0055935,-0.0082748,0.0055935,0.00744432,-0.208674,-0.457099,0.86459,0.316192,0.80504,0.50193,-0.925461,0.378116,-0.0234604,0
N2504.P1903.P95,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-25.0462,19.0342,0.952505,0.00111587,0.023484,0.097736,0.0233976,0.012802,0.00344616,0.012802,0.0908715,-0.0210166,0.00344616,-0.0210166,0.00806684,0.290346,-0.944176,0.155664,-0.257232,0.0796752,0.96306,-0.9217,-0.319662,-0.219739,0
N2538.P981.P293,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-25.3883,9.81923,2.936,0.00252229,0.00345032,0.469068,0.00331739,-0.000400197,-0.00414106,-0.000400197,0.00273856,0.00465422,-0.00414106,0.00465422,0.468985,-0.427756,-0.90385,0.00889893,-0.903879,0.427671,-0.00998728,0.00522119,-0.0123157,-0.999911,0
N2585.P557.P1265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-25.8569,5.57083,12.6596,0.000319729,0.00598026,7.00791,0.0462556,-0.535748,-0.0299876,-0.535748,6.94791,0.359827,-0.0299876,0.359827,0.0200415,0.436069,-0.896626,0.0768489,-0.0129766,-0.0916521,-0.995707,0.899819,0.4332,-0.0516019,0
N2788.P975.N55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-27.8807,9.75753,-0.558782,0.000317364,0.00552992,0.225165,0.000320718,2.17782e-05,-0.000860317,2.17782e-05,0.00553434,-0.000991366,-0.000860317,-0.000991366,0.225157,-0.999987,-0.00343296,0.00382665,0.00345023,-0.999984,0.00451408,-0.00381109,-0.00452723,-0.999982,0
N2789.P976.P87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-27.8931,9.76734,0.870313,0.00103942,0.00580643,0.120251,0.00108081,-0.000405283,0.00104613,-0.000405283,0.00579886,-0.00167574,0.00104613,-0.00167574,0.120217,0.996588,0.0820664,0.00882706,0.0821898,-0.996509,-0.0146705,-0.00759228,-0.0153459,0.999853,0
N2790.P979.P356,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-27.9054,9.79723,3.56469,0.000649078,0.00391801,0.330476,0.000762544,0.000157931,-0.00610741,0.000157931,0.00422435,-0.00999985,-0.00610741,-0.00999985,0.330056,-0.999788,0.00896583,0.0185262,-0.00839544,-0.999495,0.0306401,-0.0187916,-0.0304781,-0.999359,0
N328.P982.N129,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-3.28477,9.82989,-1.29709,0.000112462,0.0173391,0.0389102,0.0173525,0.000563105,-0.000125217,0.000563105,0.0388698,0.00100095,-0.000125217,0.00100095,0.000139446,-0.00810756,-0.99963,-0.025954,0.0259343,0.0257359,-0.999332,-0.999631,0.00877525,-0.025716,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N371.P3424.N31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-3.71645,34.2498,-0.310611,0.000768339,0.0175378,3.71492,3.71418,0.0507418,0.0139141,0.0507418,0.00160404,-0.00134832,0.0139141,-0.00134832,0.0174477,-0.0139502,0.00248283,0.9999,0.99565,0.0921662,0.0136621,0.092123,-0.995741,0.00375777,-4.00646,34.2112,-0.351408,0.000701851,0.01909,3.72068,3.72008,0.0470413,-0.00305664,0.0470413,0.00172933,-0.00282545,-0.00305664,-0.00282545,0.0186601,-0.012371,-0.00276505,0.99992,0.988094,0.153332,0.0126487,0.153355,-0.988171,-0.000835255,-3.68789,34.1555,-0.317093,0.00166233,0.0241565,3.74967,3.74767,0.0841753,-0.0206043,0.0841753,0.0072237,-0.0087756,-0.0206043,-0.0087756,0.0206044,0.018332,0.0141862,0.999731,-0.91466,-0.403598,0.0224991,-0.403809,0.914827,-0.00557677,0
N390.P3424.N99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-3.90261,34.2489,-0.992988,0.000286784,0.0017696,0.312355,0.312315,0.0014291,-0.00323193,0.0014291,0.000325034,-0.000229306,-0.00323193,-0.000229306,0.00177155,0.00301635,-0.0109675,0.999935,-0.989248,0.146172,0.00458736,-0.146213,-0.989198,-0.0104087,-3.94105,34.2379,-1.00402,0.000816523,0.00250204,0.311913,0.311898,0.00195575,-0.000792315,0.00195575,0.00108698,0.000602051,-0.000792315,0.000602051,0.0022459,-0.00678209,0.00011728,0.999977,0.920216,-0.391361,0.00628703,-0.391353,-0.920237,-0.00254632,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N429.P592.N13,-4.2956,5.92317,-0.134769,0.240683,0.625016,1.70928,0.670366,0.227918,-0.00862408,0.227918,1.63858,0.174742,-0.00862408,0.174742,0.266035,-0.0932276,-0.972832,0.211912,0.13845,0.198104,0.970354,-0.985972,0.119803,0.11622,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N430.N207.N35,-4.30617,-2.07121,-0.35783,0.172922,0.593363,3.62783,3.62736,-0.022512,-0.032783,-0.022512,0.593164,-0.0121551,-0.032783,-0.0121551,0.173597,-0.00967734,-0.00709779,0.999928,-0.0294285,-0.99954,-0.00737984,-0.99952,0.0294978,-0.00946401,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N436.P979.N142,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-4.36791,9.79972,-1.42056,7.52789e-06,0.000779616,0.0179467,0.0157087,0.00578181,0.000154638,0.00578181,0.00300316,-4.91796e-05,0.000154638,-4.91796e-05,2.20479e-05,0.0544589,-0.35675,0.932611,-0.121381,0.924706,0.360813,-0.991111,-0.132851,0.00705577,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N458.P2588.N29,-4.58709,25.8816,-0.290678,0.0047464,0.00716874,0.0147564,0.00652978,0.00293831,-0.00225802,0.00293831,0.011861,-0.00248126,-0.00225802,-0.00248126,0.00828073,0.884942,-0.226008,0.407183,-0.222867,0.562194,0.79641,0.408911,0.795524,-0.447139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
